,TV,baby_monitor,lights,motion_sensor,security_camera,smoke_detector,socket,watch,water_sensor
0,0.8040555555555554,0.9849111111111112,0.9318,0.7995944444444444,0.9667,0.9993611111111111,0.7207611111111111,0.9680777777777778,0.4648111111111111
1,0.974,0.9989555555555556,0.932138888888889,0.9856777777777778,0.9900444444444444,0.9999666666666667,0.9298555555555555,0.9652777777777779,0.8722222222222222
2,0.7992777777777778,0.9255555555555556,0.6248333333333334,0.8488111111111112,0.9465444444444445,1.0,0.7194444444444444,0.9354888888888889,0.9405555555555556
3,0.7998555555555555,0.9879111111111111,0.6248333333333334,0.9833055555555555,0.9758333333333333,0.9957666666666667,0.7194444444444444,0.94265,0.5
