device,model,dataset,classification_method,seq_len,opt_seq_len,class,accuracy_score,precision,recall,fscore,support,roc_auc_score
baby_monitor,baby_monitor_MLP_5_3,test,session,1,1,1,0.999,0.99009901,1,0.995024876,100,0.999444444
baby_monitor,baby_monitor_forest,test,session,1,1,1,0.998,0.980392157,1,0.99009901,100,0.998888889
baby_monitor,baby_monitor_MLP_3_5,test,session,1,1,1,0.998,0.980392157,1,0.99009901,100,0.998888889
baby_monitor,baby_monitor_sgd,test,session,1,1,1,0.998,0.99,0.99,0.99,100,0.994444444
baby_monitor,baby_monitor_forest_entropy_23,test,session,1,1,1,0.997,0.970873786,1,0.985221675,100,0.998333333
baby_monitor,baby_monitor_MLP_4_2,test,session,1,1,1,0.997,0.970873786,1,0.985221675,100,0.998333333
baby_monitor,baby_monitor_MLP_4_3,test,session,1,1,1,0.997,0.970873786,1,0.985221675,100,0.998333333
baby_monitor,baby_monitor_MLP_4_5,test,session,1,1,1,0.997,0.98019802,0.99,0.985074627,100,0.993888889
baby_monitor,baby_monitor_MLP_3_4_sgd,test,session,1,1,1,0.997,1,0.97,0.984771574,100,0.985
baby_monitor,baby_monitor_MLP_4_1,test,session,1,1,1,0.996,0.961538462,1,0.980392157,100,0.997777778
baby_monitor,baby_monitor_MLP_3_5_sgd,test,session,1,1,1,0.996,0.989795918,0.97,0.97979798,100,0.984444444
baby_monitor,baby_monitor_MLP_1_3,test,session,1,1,1,0.995,0.952380952,1,0.975609756,100,0.997222222
baby_monitor,baby_monitor_MLP_4_2_sgd,test,session,1,1,1,0.995,0.97979798,0.97,0.974874372,100,0.983888889
baby_monitor,baby_monitor_MLP_4_4,test,session,1,1,1,0.994,0.943396226,1,0.970873786,100,0.996666667
baby_monitor,baby_monitor_MLP_2_5_sgd,test,session,1,1,1,0.994,0.97,0.97,0.97,100,0.983333333
baby_monitor,baby_monitor_MLP_2_4_sgd,test,session,1,1,1,0.993,0.96039604,0.97,0.965174129,100,0.982777778
baby_monitor,baby_monitor_forest_gini_11,test,session,1,1,1,0.992,0.989361702,0.93,0.958762887,100,0.964444444
baby_monitor,baby_monitor_MLP_4_3_sgd,test,session,1,1,1,0.991,0.941747573,0.97,0.955665025,100,0.981666667
baby_monitor,baby_monitor_MLP_2_2_sgd,test,session,1,1,1,0.989,0.923809524,0.97,0.946341463,100,0.980555556
baby_monitor,baby_monitor_MLP_5_2_sgd,test,session,1,1,1,0.987,0.906542056,0.97,0.937198068,100,0.979444444
baby_monitor,baby_monitor_forest_gini_15,test,session,1,1,1,0.987,0.988764045,0.88,0.931216931,100,0.939444444
baby_monitor,baby_monitor_MLP_5_4_sgd,test,session,1,1,1,0.985,0.876106195,0.99,0.929577465,100,0.987222222
baby_monitor,baby_monitor_MLP_4_5_sgd,test,session,1,1,1,0.984,0.868421053,0.99,0.925233645,100,0.986666667
baby_monitor,baby_monitor_forest_entropy_19,test,session,1,1,1,0.984,0.977272727,0.86,0.914893617,100,0.928888889
baby_monitor,baby_monitor_forest_entropy_21,test,session,1,1,1,0.984,0.988372093,0.85,0.913978495,100,0.924444444
baby_monitor,baby_monitor_MLP_5_5,test,session,1,1,1,0.984,0.988372093,0.85,0.913978495,100,0.924444444
baby_monitor,baby_monitor_forest_gini_19,test,session,1,1,1,0.983,0.977011494,0.85,0.909090909,100,0.923888889
baby_monitor,baby_monitor_forest_gini_23,test,session,1,1,1,0.982,1,0.82,0.901098901,100,0.91
baby_monitor,baby_monitor_MLP_3_2_sgd,test,session,1,1,1,0.98,0.850877193,0.97,0.906542056,100,0.975555556
baby_monitor,baby_monitor_MLP_3_3_sgd,test,session,1,1,1,0.98,0.850877193,0.97,0.906542056,100,0.975555556
baby_monitor,baby_monitor_MLP_5_5_sgd,test,session,1,1,1,0.98,0.850877193,0.97,0.906542056,100,0.975555556
baby_monitor,baby_monitor_forest_entropy_15,test,session,1,1,1,0.98,0.944444444,0.85,0.894736842,100,0.922222222
baby_monitor,baby_monitor_MLP_1_3_sgd,test,session,1,1,1,0.979,0.843478261,0.97,0.902325581,100,0.975
baby_monitor,baby_monitor_MLP_1_4_sgd,test,session,1,1,1,0.979,0.843478261,0.97,0.902325581,100,0.975
baby_monitor,baby_monitor_forest_entropy_7,test,session,1,1,1,0.975,0.903225806,0.84,0.870466321,100,0.915
baby_monitor,baby_monitor_forest_gini_21,test,session,1,1,1,0.975,0.951807229,0.79,0.863387978,100,0.892777778
baby_monitor,baby_monitor_MLP_3_3,test,session,1,1,1,0.974,0.793650794,1,0.884955752,100,0.985555556
baby_monitor,baby_monitor_MLP_4_4_sgd,test,session,1,1,1,0.967,0.751879699,1,0.858369099,100,0.981666667
baby_monitor,baby_monitor_forest_entropy_11,test,session,1,1,1,0.963,0.788990826,0.86,0.822966507,100,0.917222222
baby_monitor,baby_monitor_cart_gini_50_samples_leaf,test,session,1,1,1,0.962,0.787037037,0.85,0.817307692,100,0.912222222
baby_monitor,baby_monitor_MLP_2_2,test,session,1,1,1,0.961,0.729323308,0.97,0.832618026,100,0.965
baby_monitor,baby_monitor_MLP_3_2,test,session,1,1,1,0.961,0.729323308,0.97,0.832618026,100,0.965
baby_monitor,baby_monitor_MLP_5_3_sgd,test,session,1,1,1,0.958,0.713235294,0.97,0.822033898,100,0.963333333
baby_monitor,baby_monitor_MLP_4_1_sgd,test,session,1,1,1,0.956,0.702898551,0.97,0.81512605,100,0.962222222
baby_monitor,baby_monitor_forest_entropy_3,test,session,1,1,1,0.956,0.745614035,0.85,0.794392523,100,0.908888889
baby_monitor,baby_monitor_cart_gini_200_samples_leaf,test,session,1,1,1,0.921,0.558659218,1,0.716845878,100,0.956111111
baby_monitor,baby_monitor_cart_gini_100_samples_leaf,test,session,1,1,1,0.918,0.559210526,0.85,0.674603175,100,0.887777778
baby_monitor,baby_monitor_MLP_1_1,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_1_1_sgd,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_1_2,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_1_2_sgd,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_1_5,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_1_5_sgd,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_2_1,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_2_1_sgd,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_2_3,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_2_3_sgd,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_2_4,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_2_5,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_3_1,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_3_1_sgd,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_3_4,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_5_1,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_5_1_sgd,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_naive_bayes,test,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_forest_gini_7,test,session,1,1,1,0.892,0,0,0,100,0.495555556
baby_monitor,baby_monitor_forest_gini_3,test,session,1,1,1,0.872,0.088235294,0.03,0.044776119,100,0.497777778
baby_monitor,baby_monitor_cart,test,session,1,1,1,0.869,0.432900433,1,0.604229607,100,0.927222222
baby_monitor,baby_monitor_cart_entropy_200_samples_leaf,test,session,1,1,1,0.847,0.381165919,0.85,0.526315789,100,0.848333333
baby_monitor,baby_monitor_cart_entropy_50_samples_leaf,test,session,1,1,1,0.842,0.387596899,1,0.558659218,100,0.912222222
baby_monitor,baby_monitor_cart_entropy_400_samples_leaf,test,session,1,1,1,0.841,0.386100386,1,0.557103064,100,0.911666667
baby_monitor,baby_monitor_cart_entropy_100_samples_leaf,test,session,1,1,1,0.836,0.378787879,1,0.549450549,100,0.908888889
baby_monitor,baby_monitor_cart_gini_400_samples_leaf,test,session,1,1,1,0.834,0.37593985,1,0.546448087,100,0.907777778
baby_monitor,baby_monitor_MLP_5_2,test,session,1,1,1,0.695,0.24691358,1,0.396039604,100,0.830555556
baby_monitor,baby_monitor_MLP_1_4,test,session,1,1,1,0.658,0.226244344,1,0.36900369,100,0.81
baby_monitor,baby_monitor_MLP_5_4,test,session,1,1,1,0.648,0.221238938,1,0.362318841,100,0.804444444
baby_monitor,baby_monitor_MLP_5_3,test,session,1,1,0,0.999,1,0.998888889,0.999444136,900,0.999444444
baby_monitor,baby_monitor_sgd,test,session,1,1,0,0.998,0.998888889,0.998888889,0.998888889,900,0.994444444
baby_monitor,baby_monitor_forest,test,session,1,1,0,0.998,1,0.997777778,0.998887653,900,0.998888889
baby_monitor,baby_monitor_MLP_3_5,test,session,1,1,0,0.998,1,0.997777778,0.998887653,900,0.998888889
baby_monitor,baby_monitor_MLP_3_4_sgd,test,session,1,1,0,0.997,0.996677741,1,0.998336106,900,0.985
baby_monitor,baby_monitor_MLP_4_5,test,session,1,1,0,0.997,0.998887653,0.997777778,0.998332407,900,0.993888889
baby_monitor,baby_monitor_forest_entropy_23,test,session,1,1,0,0.997,1,0.996666667,0.998330551,900,0.998333333
baby_monitor,baby_monitor_MLP_4_2,test,session,1,1,0,0.997,1,0.996666667,0.998330551,900,0.998333333
baby_monitor,baby_monitor_MLP_4_3,test,session,1,1,0,0.997,1,0.996666667,0.998330551,900,0.998333333
baby_monitor,baby_monitor_MLP_3_5_sgd,test,session,1,1,0,0.996,0.996674058,0.998888889,0.997780244,900,0.984444444
baby_monitor,baby_monitor_MLP_4_1,test,session,1,1,0,0.996,1,0.995555556,0.997772829,900,0.997777778
baby_monitor,baby_monitor_MLP_4_2_sgd,test,session,1,1,0,0.995,0.996670366,0.997777778,0.997223765,900,0.983888889
baby_monitor,baby_monitor_MLP_1_3,test,session,1,1,0,0.995,1,0.994444444,0.997214485,900,0.997222222
baby_monitor,baby_monitor_MLP_2_5_sgd,test,session,1,1,0,0.994,0.996666667,0.996666667,0.996666667,900,0.983333333
baby_monitor,baby_monitor_MLP_4_4,test,session,1,1,0,0.994,1,0.993333333,0.996655518,900,0.996666667
baby_monitor,baby_monitor_MLP_2_4_sgd,test,session,1,1,0,0.993,0.996662959,0.995555556,0.996108949,900,0.982777778
baby_monitor,baby_monitor_forest_gini_11,test,session,1,1,0,0.992,0.992273731,0.998888889,0.995570321,900,0.964444444
baby_monitor,baby_monitor_MLP_4_3_sgd,test,session,1,1,0,0.991,0.996655518,0.993333333,0.994991653,900,0.981666667
baby_monitor,baby_monitor_MLP_2_2_sgd,test,session,1,1,0,0.989,0.996648045,0.991111111,0.993871866,900,0.980555556
baby_monitor,baby_monitor_forest_gini_15,test,session,1,1,0,0.987,0.986827662,0.998888889,0.992821645,900,0.939444444
baby_monitor,baby_monitor_MLP_5_2_sgd,test,session,1,1,0,0.987,0.996640538,0.988888889,0.992749582,900,0.979444444
baby_monitor,baby_monitor_MLP_5_4_sgd,test,session,1,1,0,0.985,0.998872604,0.984444444,0.991606044,900,0.987222222
baby_monitor,baby_monitor_forest_entropy_21,test,session,1,1,0,0.984,0.983588621,0.998888889,0.991179713,900,0.924444444
baby_monitor,baby_monitor_MLP_5_5,test,session,1,1,0,0.984,0.983588621,0.998888889,0.991179713,900,0.924444444
baby_monitor,baby_monitor_forest_entropy_19,test,session,1,1,0,0.984,0.984649123,0.997777778,0.991169978,900,0.928888889
baby_monitor,baby_monitor_MLP_4_5_sgd,test,session,1,1,0,0.984,0.998871332,0.983333333,0.991041433,900,0.986666667
baby_monitor,baby_monitor_forest_gini_19,test,session,1,1,0,0.983,0.983570646,0.997777778,0.990623276,900,0.923888889
baby_monitor,baby_monitor_forest_gini_23,test,session,1,1,0,0.982,0.980392157,1,0.99009901,900,0.91
baby_monitor,baby_monitor_forest_entropy_15,test,session,1,1,0,0.98,0.983516484,0.994444444,0.988950276,900,0.922222222
baby_monitor,baby_monitor_MLP_3_2_sgd,test,session,1,1,0,0.98,0.996613995,0.981111111,0.988801792,900,0.975555556
baby_monitor,baby_monitor_MLP_3_3_sgd,test,session,1,1,0,0.98,0.996613995,0.981111111,0.988801792,900,0.975555556
baby_monitor,baby_monitor_MLP_5_5_sgd,test,session,1,1,0,0.98,0.996613995,0.981111111,0.988801792,900,0.975555556
baby_monitor,baby_monitor_MLP_1_3_sgd,test,session,1,1,0,0.979,0.996610169,0.98,0.988235294,900,0.975
baby_monitor,baby_monitor_MLP_1_4_sgd,test,session,1,1,0,0.979,0.996610169,0.98,0.988235294,900,0.975
baby_monitor,baby_monitor_forest_gini_21,test,session,1,1,0,0.975,0.977099237,0.995555556,0.986241057,900,0.892777778
baby_monitor,baby_monitor_forest_entropy_7,test,session,1,1,0,0.975,0.982359427,0.99,0.986164914,900,0.915
baby_monitor,baby_monitor_MLP_3_3,test,session,1,1,0,0.974,1,0.971111111,0.985343856,900,0.985555556
baby_monitor,baby_monitor_MLP_4_4_sgd,test,session,1,1,0,0.967,1,0.963333333,0.981324278,900,0.981666667
baby_monitor,baby_monitor_forest_entropy_11,test,session,1,1,0,0.963,0.984287318,0.974444444,0.97934115,900,0.917222222
baby_monitor,baby_monitor_cart_gini_50_samples_leaf,test,session,1,1,0,0.962,0.983183857,0.974444444,0.978794643,900,0.912222222
baby_monitor,baby_monitor_MLP_2_2,test,session,1,1,0,0.961,0.996539792,0.96,0.977928693,900,0.965
baby_monitor,baby_monitor_MLP_3_2,test,session,1,1,0,0.961,0.996539792,0.96,0.977928693,900,0.965
baby_monitor,baby_monitor_MLP_5_3_sgd,test,session,1,1,0,0.958,0.996527778,0.956666667,0.976190476,900,0.963333333
baby_monitor,baby_monitor_forest_entropy_3,test,session,1,1,0,0.956,0.983069977,0.967777778,0.975363942,900,0.908888889
baby_monitor,baby_monitor_MLP_4_1_sgd,test,session,1,1,0,0.956,0.996519722,0.954444444,0.975028377,900,0.962222222
baby_monitor,baby_monitor_cart_gini_200_samples_leaf,test,session,1,1,0,0.921,1,0.912222222,0.954096456,900,0.956111111
baby_monitor,baby_monitor_cart_gini_100_samples_leaf,test,session,1,1,0,0.918,0.982311321,0.925555556,0.953089245,900,0.887777778
baby_monitor,baby_monitor_MLP_1_1,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_1_1_sgd,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_1_2,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_1_2_sgd,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_1_5,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_1_5_sgd,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_2_1,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_2_1_sgd,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_2_3,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_2_3_sgd,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_2_4,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_2_5,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_3_1,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_3_1_sgd,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_3_4,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_5_1,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_MLP_5_1_sgd,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_naive_bayes,test,session,1,1,0,0.9,0.9,1,0.947368421,900,0.5
baby_monitor,baby_monitor_forest_gini_7,test,session,1,1,0,0.892,0.899193548,0.991111111,0.942917548,900,0.495555556
baby_monitor,baby_monitor_forest_gini_3,test,session,1,1,0,0.872,0.899585921,0.965555556,0.931404073,900,0.497777778
baby_monitor,baby_monitor_cart,test,session,1,1,0,0.869,1,0.854444444,0.921509886,900,0.927222222
baby_monitor,baby_monitor_cart_entropy_200_samples_leaf,test,session,1,1,0,0.847,0.980694981,0.846666667,0.908765653,900,0.848333333
baby_monitor,baby_monitor_cart_entropy_50_samples_leaf,test,session,1,1,0,0.842,1,0.824444444,0.903775883,900,0.912222222
baby_monitor,baby_monitor_cart_entropy_400_samples_leaf,test,session,1,1,0,0.841,1,0.823333333,0.903107861,900,0.911666667
baby_monitor,baby_monitor_cart_entropy_100_samples_leaf,test,session,1,1,0,0.836,1,0.817777778,0.899755501,900,0.908888889
baby_monitor,baby_monitor_cart_gini_400_samples_leaf,test,session,1,1,0,0.834,1,0.815555556,0.898408813,900,0.907777778
baby_monitor,baby_monitor_MLP_5_2,test,session,1,1,0,0.695,1,0.661111111,0.795986622,900,0.830555556
baby_monitor,baby_monitor_MLP_1_4,test,session,1,1,0,0.658,1,0.62,0.765432099,900,0.81
baby_monitor,baby_monitor_MLP_5_4,test,session,1,1,0,0.648,1,0.608888889,0.756906077,900,0.804444444
baby_monitor,baby_monitor_forest_entropy_7,validation,session,1,1,1,1,1,1,1,100,1
baby_monitor,baby_monitor_forest_gini_15,validation,session,1,1,1,1,1,1,1,100,1
baby_monitor,baby_monitor_MLP_5_3,validation,session,1,1,1,1,1,1,1,100,1
baby_monitor,baby_monitor_forest_entropy_15,validation,session,1,1,1,0.999,0.99009901,1,0.995024876,100,0.999444444
baby_monitor,baby_monitor_MLP_3_4_sgd,validation,session,1,1,1,0.999,0.99009901,1,0.995024876,100,0.999444444
baby_monitor,baby_monitor_MLP_3_5,validation,session,1,1,1,0.999,0.99009901,1,0.995024876,100,0.999444444
baby_monitor,baby_monitor_MLP_3_5_sgd,validation,session,1,1,1,0.999,0.99009901,1,0.995024876,100,0.999444444
baby_monitor,baby_monitor_MLP_4_2,validation,session,1,1,1,0.999,0.99009901,1,0.995024876,100,0.999444444
baby_monitor,baby_monitor_MLP_4_2_sgd,validation,session,1,1,1,0.999,0.99009901,1,0.995024876,100,0.999444444
baby_monitor,baby_monitor_MLP_4_3,validation,session,1,1,1,0.999,0.99009901,1,0.995024876,100,0.999444444
baby_monitor,baby_monitor_MLP_4_3_sgd,validation,session,1,1,1,0.999,0.99009901,1,0.995024876,100,0.999444444
baby_monitor,baby_monitor_forest_entropy_19,validation,session,1,1,1,0.998,0.980392157,1,0.99009901,100,0.998888889
baby_monitor,baby_monitor_MLP_4_5,validation,session,1,1,1,0.998,0.980392157,1,0.99009901,100,0.998888889
baby_monitor,baby_monitor_sgd,validation,session,1,1,1,0.998,0.980392157,1,0.99009901,100,0.998888889
baby_monitor,baby_monitor_forest,validation,session,1,1,1,0.997,0.970873786,1,0.985221675,100,0.998333333
baby_monitor,baby_monitor_forest_entropy_23,validation,session,1,1,1,0.997,0.970873786,1,0.985221675,100,0.998333333
baby_monitor,baby_monitor_MLP_4_4_sgd,validation,session,1,1,1,0.997,0.970873786,1,0.985221675,100,0.998333333
baby_monitor,baby_monitor_MLP_5_4_sgd,validation,session,1,1,1,0.997,0.970873786,1,0.985221675,100,0.998333333
baby_monitor,baby_monitor_MLP_1_3,validation,session,1,1,1,0.996,0.961538462,1,0.980392157,100,0.997777778
baby_monitor,baby_monitor_MLP_4_1_sgd,validation,session,1,1,1,0.996,0.961538462,1,0.980392157,100,0.997777778
baby_monitor,baby_monitor_MLP_4_5_sgd,validation,session,1,1,1,0.996,0.961538462,1,0.980392157,100,0.997777778
baby_monitor,baby_monitor_MLP_5_2_sgd,validation,session,1,1,1,0.996,0.961538462,1,0.980392157,100,0.997777778
baby_monitor,baby_monitor_MLP_5_5_sgd,validation,session,1,1,1,0.996,0.961538462,1,0.980392157,100,0.997777778
baby_monitor,baby_monitor_forest_entropy_21,validation,session,1,1,1,0.996,1,0.96,0.979591837,100,0.98
baby_monitor,baby_monitor_MLP_3_3,validation,session,1,1,1,0.995,0.952380952,1,0.975609756,100,0.997222222
baby_monitor,baby_monitor_forest_gini_11,validation,session,1,1,1,0.995,1,0.95,0.974358974,100,0.975
baby_monitor,baby_monitor_MLP_2_2_sgd,validation,session,1,1,1,0.994,0.943396226,1,0.970873786,100,0.996666667
baby_monitor,baby_monitor_MLP_2_5_sgd,validation,session,1,1,1,0.994,0.943396226,1,0.970873786,100,0.996666667
baby_monitor,baby_monitor_MLP_4_1,validation,session,1,1,1,0.994,0.943396226,1,0.970873786,100,0.996666667
baby_monitor,baby_monitor_MLP_2_4_sgd,validation,session,1,1,1,0.993,0.934579439,1,0.966183575,100,0.996111111
baby_monitor,baby_monitor_MLP_3_3_sgd,validation,session,1,1,1,0.991,0.917431193,1,0.956937799,100,0.995
baby_monitor,baby_monitor_forest_gini_21,validation,session,1,1,1,0.989,0.978494624,0.91,0.943005181,100,0.953888889
baby_monitor,baby_monitor_MLP_5_5,validation,session,1,1,1,0.987,1,0.87,0.930481283,100,0.935
baby_monitor,baby_monitor_MLP_4_4,validation,session,1,1,1,0.986,0.877192982,1,0.934579439,100,0.992222222
baby_monitor,baby_monitor_forest_gini_19,validation,session,1,1,1,0.985,0.876106195,0.99,0.929577465,100,0.987222222
baby_monitor,baby_monitor_forest_gini_23,validation,session,1,1,1,0.984,1,0.84,0.913043478,100,0.92
baby_monitor,baby_monitor_forest_entropy_11,validation,session,1,1,1,0.983,0.956043956,0.87,0.910994764,100,0.932777778
baby_monitor,baby_monitor_MLP_1_3_sgd,validation,session,1,1,1,0.98,0.833333333,1,0.909090909,100,0.988888889
baby_monitor,baby_monitor_MLP_1_4_sgd,validation,session,1,1,1,0.979,0.826446281,1,0.904977376,100,0.988333333
baby_monitor,baby_monitor_MLP_3_2_sgd,validation,session,1,1,1,0.979,0.826446281,1,0.904977376,100,0.988333333
baby_monitor,baby_monitor_MLP_5_3_sgd,validation,session,1,1,1,0.977,0.81300813,1,0.896860987,100,0.987222222
baby_monitor,baby_monitor_MLP_3_2,validation,session,1,1,1,0.966,0.746268657,1,0.854700855,100,0.981111111
baby_monitor,baby_monitor_forest_entropy_3,validation,session,1,1,1,0.957,0.743589744,0.87,0.801843318,100,0.918333333
baby_monitor,baby_monitor_cart_gini_50_samples_leaf,validation,session,1,1,1,0.948,0.696721311,0.85,0.765765766,100,0.904444444
baby_monitor,baby_monitor_MLP_2_2,validation,session,1,1,1,0.941,0.628930818,1,0.772200772,100,0.967222222
baby_monitor,baby_monitor_cart,validation,session,1,1,1,0.903,0.507614213,1,0.673400673,100,0.946111111
baby_monitor,baby_monitor_forest_gini_7,validation,session,1,1,1,0.902,0.666666667,0.04,0.075471698,100,0.518888889
baby_monitor,baby_monitor_MLP_1_1,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_1_1_sgd,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_1_2,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_1_2_sgd,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_1_5,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_1_5_sgd,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_2_1,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_2_1_sgd,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_2_3,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_2_3_sgd,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_2_4,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_2_5,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_3_1,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_3_1_sgd,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_3_4,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_5_1,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_MLP_5_1_sgd,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_naive_bayes,validation,session,1,1,1,0.9,0,0,0,100,0.5
baby_monitor,baby_monitor_forest_gini_3,validation,session,1,1,1,0.882,0.05,0.01,0.016666667,100,0.494444444
baby_monitor,baby_monitor_cart_entropy_50_samples_leaf,validation,session,1,1,1,0.88,0.454545455,1,0.625,100,0.933333333
baby_monitor,baby_monitor_cart_entropy_200_samples_leaf,validation,session,1,1,1,0.876,0.26,0.13,0.173333333,100,0.544444444
baby_monitor,baby_monitor_cart_entropy_100_samples_leaf,validation,session,1,1,1,0.866,0.427350427,1,0.598802395,100,0.925555556
baby_monitor,baby_monitor_cart_entropy_400_samples_leaf,validation,session,1,1,1,0.864,0.423728814,1,0.595238095,100,0.924444444
baby_monitor,baby_monitor_cart_gini_200_samples_leaf,validation,session,1,1,1,0.841,0.386100386,1,0.557103064,100,0.911666667
baby_monitor,baby_monitor_cart_gini_100_samples_leaf,validation,session,1,1,1,0.83,0.354166667,0.85,0.5,100,0.838888889
baby_monitor,baby_monitor_MLP_5_2,validation,session,1,1,1,0.678,0.236966825,1,0.383141762,100,0.821111111
baby_monitor,baby_monitor_cart_gini_400_samples_leaf,validation,session,1,1,1,0.667,0.230946882,1,0.375234522,100,0.815
baby_monitor,baby_monitor_MLP_1_4,validation,session,1,1,1,0.665,0.229885057,1,0.373831776,100,0.813888889
baby_monitor,baby_monitor_MLP_5_4,validation,session,1,1,1,0.63,0.212765957,1,0.350877193,100,0.794444444
baby_monitor,baby_monitor_forest_entropy_7,validation,session,1,1,0,1,1,1,1,900,1
baby_monitor,baby_monitor_forest_gini_15,validation,session,1,1,0,1,1,1,1,900,1
baby_monitor,baby_monitor_MLP_5_3,validation,session,1,1,0,1,1,1,1,900,1
baby_monitor,baby_monitor_forest_entropy_15,validation,session,1,1,0,0.999,1,0.998888889,0.999444136,900,0.999444444
baby_monitor,baby_monitor_MLP_3_4_sgd,validation,session,1,1,0,0.999,1,0.998888889,0.999444136,900,0.999444444
baby_monitor,baby_monitor_MLP_3_5,validation,session,1,1,0,0.999,1,0.998888889,0.999444136,900,0.999444444
baby_monitor,baby_monitor_MLP_3_5_sgd,validation,session,1,1,0,0.999,1,0.998888889,0.999444136,900,0.999444444
baby_monitor,baby_monitor_MLP_4_2,validation,session,1,1,0,0.999,1,0.998888889,0.999444136,900,0.999444444
baby_monitor,baby_monitor_MLP_4_2_sgd,validation,session,1,1,0,0.999,1,0.998888889,0.999444136,900,0.999444444
