model,dataset,classification_method,seq_len,opt_seq_len,class,accuracy_score,precision,recall,fscore,support,roc_auc_score,tp,fp,tn,fn
water_sensor_forest_entropy_21,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_forest_entropy_21,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_forest_entropy_21,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_forest_entropy_23,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_forest_entropy_23,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_forest_entropy_23,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_forest_entropy_23,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_forest_entropy_3,test,session,1,1,0,0.869,0.9824341279799247,0.87,0.9228049499116088,900,0.8649999999999999,86,117,783,14
water_sensor_forest_entropy_3,test,session,1,1,1,0.869,0.4236453201970443,0.86,0.5676567656765675,100,0.8649999999999999,86,117,783,14
water_sensor_forest_entropy_3,test,sequence,1,39,0,0.869,0.9824341279799247,0.87,0.9228049499116088,900,0.8649999999999999,86,117,783,14
water_sensor_forest_entropy_3,test,sequence,1,39,1,0.869,0.4236453201970443,0.86,0.5676567656765675,100,0.8649999999999999,86,117,783,14
water_sensor_forest_entropy_7,test,session,1,1,0,0.864,0.8962655601659751,0.96,0.9270386266094421,900,0.48,0,36,864,100
water_sensor_forest_entropy_7,test,session,1,1,1,0.864,0.0,0.0,0.0,100,0.48,0,36,864,100
water_sensor_forest_entropy_7,test,sequence,1,99,0,0.864,0.8962655601659751,0.96,0.9270386266094421,900,0.48,0,36,864,100
water_sensor_forest_entropy_7,test,sequence,1,99,1,0.864,0.0,0.0,0.0,100,0.48,0,36,864,100
water_sensor_forest_gini_11,test,session,1,1,0,0.785,0.8870056497175142,0.8722222222222222,0.8795518207282913,900,0.4361111111111111,0,115,785,100
water_sensor_forest_gini_11,test,session,1,1,1,0.785,0.0,0.0,0.0,100,0.4361111111111111,0,115,785,100
water_sensor_forest_gini_11,test,sequence,1,99,0,0.785,0.8870056497175142,0.8722222222222222,0.8795518207282913,900,0.4361111111111111,0,115,785,100
water_sensor_forest_gini_11,test,sequence,1,99,1,0.785,0.0,0.0,0.0,100,0.4361111111111111,0,115,785,100
water_sensor_forest_gini_15,test,session,1,1,0,0.89,0.898989898989899,0.9888888888888889,0.9417989417989419,900,0.49444444444444446,0,10,890,100
water_sensor_forest_gini_15,test,session,1,1,1,0.89,0.0,0.0,0.0,100,0.49444444444444446,0,10,890,100
water_sensor_forest_gini_15,test,sequence,1,99,0,0.89,0.898989898989899,0.9888888888888889,0.9417989417989419,900,0.49444444444444446,0,10,890,100
water_sensor_forest_gini_15,test,sequence,1,99,1,0.89,0.0,0.0,0.0,100,0.49444444444444446,0,10,890,100
water_sensor_forest_gini_19,test,session,1,1,0,0.795,0.888268156424581,0.8833333333333333,0.8857938718662953,900,0.44166666666666665,0,105,795,100
water_sensor_forest_gini_19,test,session,1,1,1,0.795,0.0,0.0,0.0,100,0.44166666666666665,0,105,795,100
water_sensor_forest_gini_19,test,sequence,1,99,0,0.795,0.888268156424581,0.8833333333333333,0.8857938718662953,900,0.44166666666666665,0,105,795,100
water_sensor_forest_gini_19,test,sequence,1,99,1,0.795,0.0,0.0,0.0,100,0.44166666666666665,0,105,795,100
water_sensor_forest_gini_21,test,session,1,1,0,0.787,0.887260428410372,0.8744444444444445,0.880805819809737,900,0.43722222222222223,0,113,787,100
water_sensor_forest_gini_21,test,session,1,1,1,0.787,0.0,0.0,0.0,100,0.43722222222222223,0,113,787,100
water_sensor_forest_gini_21,test,sequence,1,99,0,0.787,0.887260428410372,0.8744444444444445,0.880805819809737,900,0.43722222222222223,0,113,787,100
water_sensor_forest_gini_21,test,sequence,1,99,1,0.787,0.0,0.0,0.0,100,0.43722222222222223,0,113,787,100
water_sensor_forest_gini_23,test,session,1,1,0,0.783,0.8867497168742922,0.87,0.8782950084127875,900,0.435,0,117,783,100
water_sensor_forest_gini_23,test,session,1,1,1,0.783,0.0,0.0,0.0,100,0.435,0,117,783,100
water_sensor_forest_gini_23,test,sequence,1,99,0,0.783,0.8867497168742922,0.87,0.8782950084127875,900,0.435,0,117,783,100
water_sensor_forest_gini_23,test,sequence,1,99,1,0.783,0.0,0.0,0.0,100,0.435,0,117,783,100
water_sensor_forest_gini_3,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_forest_gini_3,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_forest_gini_3,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_forest_gini_3,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_forest_gini_7,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_forest_gini_7,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_forest_gini_7,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_forest_gini_7,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_1,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_1,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_1,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_1,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_1_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_1_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_1_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_1_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_2,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_2,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_2,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_2,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_2_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_2_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_2_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_2_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_3,test,session,1,1,0,0.902,0.9018036072144289,1.0,0.9483667017913593,900,0.51,2,0,900,98
water_sensor_MLP_1_3,test,session,1,1,1,0.902,1.0,0.02,0.0392156862745098,100,0.51,2,0,900,98
water_sensor_MLP_1_3,test,sequence,1,99,0,0.902,0.9018036072144289,1.0,0.9483667017913593,900,0.51,2,0,900,98
water_sensor_MLP_1_3,test,sequence,1,99,1,0.902,1.0,0.02,0.0392156862745098,100,0.51,2,0,900,98
water_sensor_MLP_1_3_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_3_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_3_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_3_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_4,test,session,1,1,0,0.902,0.9018036072144289,1.0,0.9483667017913593,900,0.51,2,0,900,98
water_sensor_MLP_1_4,test,session,1,1,1,0.902,1.0,0.02,0.0392156862745098,100,0.51,2,0,900,98
water_sensor_MLP_1_4,test,sequence,1,99,0,0.902,0.9018036072144289,1.0,0.9483667017913593,900,0.51,2,0,900,98
water_sensor_MLP_1_4,test,sequence,1,99,1,0.902,1.0,0.02,0.0392156862745098,100,0.51,2,0,900,98
water_sensor_MLP_1_4_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_4_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_4_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_4_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_5,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_5,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_5,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_5,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_5_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_5_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_1_5_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_1_5_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_1,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_1,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_1,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_1,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_1_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_1_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_1_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_1_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_2,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_2,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_2,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_2,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_2_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_2_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_2_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_2_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_3,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_3,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_3,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_3,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_3_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_3_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_3_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_3_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_4,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_4,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_4,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_4,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_4_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_4_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_4_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_4_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_5,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_5,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_5,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_5,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_5_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_5_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_2_5_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_2_5_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_1,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_1,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_1,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_1,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_1_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_1_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_1_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_1_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_2,test,session,1,1,0,1.0,1.0,1.0,1.0,900,1.0,100,0,900,0
water_sensor_MLP_3_2,test,session,1,1,1,1.0,1.0,1.0,1.0,100,1.0,100,0,900,0
water_sensor_MLP_3_2,test,sequence,1,99,0,1.0,1.0,1.0,1.0,900,1.0,100,0,900,0
water_sensor_MLP_3_2,test,sequence,1,99,1,1.0,1.0,1.0,1.0,100,1.0,100,0,900,0
water_sensor_MLP_3_2_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_2_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_2_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_2_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_3,test,session,1,1,0,0.902,0.9018036072144289,1.0,0.9483667017913593,900,0.51,2,0,900,98
water_sensor_MLP_3_3,test,session,1,1,1,0.902,1.0,0.02,0.0392156862745098,100,0.51,2,0,900,98
water_sensor_MLP_3_3,test,sequence,1,99,0,0.902,0.9018036072144289,1.0,0.9483667017913593,900,0.51,2,0,900,98
water_sensor_MLP_3_3,test,sequence,1,99,1,0.902,1.0,0.02,0.0392156862745098,100,0.51,2,0,900,98
water_sensor_MLP_3_3_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_3_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_3_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_3_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_4,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_4,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_4,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_4,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_4_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_4_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_4_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_4_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_5,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_5,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_5,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_5,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_5_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_5_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_3_5_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_3_5_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_1,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_1,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_1,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_1,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_1_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_1_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_1_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_1_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_2,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_2,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_2,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_2,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_2_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_2_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_2_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_2_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_3,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_3,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_3,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_3,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_3_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_3_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_3_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_3_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_4,test,session,1,1,0,1.0,1.0,1.0,1.0,900,1.0,100,0,900,0
water_sensor_MLP_4_4,test,session,1,1,1,1.0,1.0,1.0,1.0,100,1.0,100,0,900,0
water_sensor_MLP_4_4,test,sequence,1,99,0,1.0,1.0,1.0,1.0,900,1.0,100,0,900,0
water_sensor_MLP_4_4,test,sequence,1,99,1,1.0,1.0,1.0,1.0,100,1.0,100,0,900,0
water_sensor_MLP_4_4_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_4_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_4_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_4_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_5,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_5,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_5,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_5,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_5_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_5_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_4_5_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_4_5_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_5_1,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_5_1,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_5_1,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_5_1,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_5_1_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_5_1_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_5_1_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_5_1_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_5_2,test,session,1,1,0,0.902,0.9018036072144289,1.0,0.9483667017913593,900,0.51,2,0,900,98
water_sensor_MLP_5_2,test,session,1,1,1,0.902,1.0,0.02,0.0392156862745098,100,0.51,2,0,900,98
water_sensor_MLP_5_2,test,sequence,1,99,0,0.902,0.9018036072144289,1.0,0.9483667017913593,900,0.51,2,0,900,98
water_sensor_MLP_5_2,test,sequence,1,99,1,0.902,1.0,0.02,0.0392156862745098,100,0.51,2,0,900,98
water_sensor_MLP_5_2_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_5_2_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_5_2_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_5_2_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_5_3,test,session,1,1,0,0.902,0.9018036072144289,1.0,0.9483667017913593,900,0.51,2,0,900,98
water_sensor_MLP_5_3,test,session,1,1,1,0.902,1.0,0.02,0.0392156862745098,100,0.51,2,0,900,98
water_sensor_MLP_5_3,test,sequence,1,99,0,0.902,0.9018036072144289,1.0,0.9483667017913593,900,0.51,2,0,900,98
water_sensor_MLP_5_3,test,sequence,1,99,1,0.902,1.0,0.02,0.0392156862745098,100,0.51,2,0,900,98
water_sensor_MLP_5_3_sgd,test,session,1,1,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_5_3_sgd,test,session,1,1,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_5_3_sgd,test,sequence,1,99,0,0.9,0.9,1.0,0.9473684210526316,900,0.5,0,0,900,100
water_sensor_MLP_5_3_sgd,test,sequence,1,99,1,0.9,0.0,0.0,0.0,100,0.5,0,0,900,100
water_sensor_MLP_5_4,test,session,1,1,0,0.958,0.9554140127388535,1.0,0.9771986970684039,900,0.79,58,0,900,42
water_sensor_MLP_5_4,test,session,1,1,1,0.958,1.0,0.58,0.7341772151898733,100,0.79,58,0,900,42
water_sensor_MLP_5_4,test,sequence,1,99,0,0.958,0.9554140127388535,1.0,0.9771986970684039,900,0.79,58,0,900,42
